dis,dis_name,dis_group,dis_group_name,dis_system,dis_system_name,dis_name_eng,SexDisease,chronic
E73,乳糖不耐受,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Lactose intolerance,0,1
E74,其他碳水化合物代谢紊乱,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Other disorders of carbohydrate metabolism,0,1
E75,(神经)鞘脂类代谢紊乱和其他脂贮积疾患,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Disorders of sphingolipid metabolism and other lipid storage disorders,0,1
E76,糖胺聚糖代谢紊乱,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Disorders of glycosaminoglycan metabolism,0,1
E77,糖蛋白代谢紊乱,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Disorders of glycoprotein metabolism,0,1
E78,脂蛋白代谢紊乱和其他脂血症,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Disorders of lipoprotein metabolism and other lipidaemias,0,1
E79,嘌呤和嘧啶代谢紊乱,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Disorders of purine and pyrimidine metabolism,0,2
E80,卟啉和胆红素代谢紊乱,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Disorders of porphyrin and bilirubin metabolism,0,1
E83,矿物质代谢紊乱,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Disorders of mineral metabolism,0,2
E84,囊性纤维化病,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Cystic fibrosis,0,1
E85,淀粉样变,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Amyloidosis,0,1
E86,血容量缺失,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Volume depletion,0,0
E87,液体-电解质及酸碱平衡的其他紊乱,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,"Other disorders of fluid, electrolyte and acid-base balance",0,0
E88,其他代谢紊乱,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Other metabolic disorders,0,1
E89,"操作后内分泌和代谢紊乱,不可归类在他处者",E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",0,2
E90,分类于他处的其他疾病引起的营养和代谢疾患,E70-E90,代谢紊乱,E00-E90,内分泌、营养和代谢疾病,Nutritional and metabolic disorders in diseases classified elsewhere,0,1
F00,阿尔茨海默病性痴呆,F00-F09,器质性(包括症状性)精神障碍,F00-F99,精神和行为障碍,Dementia in Alzheimer's disease,0,1
F01,血管性痴呆,F00-F09,器质性(包括症状性)精神障碍,F00-F99,精神和行为障碍,Vascular dementia,0,1
F02,分类于他处的其他疾病引起的痴呆,F00-F09,器质性(包括症状性)精神障碍,F00-F99,精神和行为障碍,Dementia in other diseases classified elsewhere,0,1
F03,未特指的痴呆,F00-F09,器质性(包括症状性)精神障碍,F00-F99,精神和行为障碍,Unspecified dementia,0,1
F04,"器质性遗忘综合征,非由酒精和其他精神活性物质所致",F00-F09,器质性(包括症状性)精神障碍,F00-F99,精神和行为障碍,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances",0,1
F05,"谵妄,非由酒精和其他精神活性物质所致",F00-F09,器质性(包括症状性)精神障碍,F00-F99,精神和行为障碍,"Delirium, not induced by alcohol and other psychoactive substances",0,1
F06,脑损害和功能障碍及躯体疾病引起的其他精神障碍,F00-F09,器质性(包括症状性)精神障碍,F00-F99,精神和行为障碍,Other mental disorders due to brain damage and dysfunction and to physical disease,0,2
F07,脑部疾病、损害和功能障碍引起的人格和行为障碍,F00-F09,器质性(包括症状性)精神障碍,F00-F99,精神和行为障碍,"Personality and behavioural disorders due to brain disease, damage and dysfunction",0,1
F09,未特指的器质性或症状性精神障碍,F00-F09,器质性(包括症状性)精神障碍,F00-F99,精神和行为障碍,Unspecified organic or symptomatic mental disorder,0,1
F10,使用酒精引起的精神和行为障碍,F10-F19,使用精神活性物质引起的精神和行为障碍,F00-F99,精神和行为障碍,Mental and behavioural disorders due to use of alcohol,0,2
F11,使用阿片样物质引起的精神和行为障碍,F10-F19,使用精神活性物质引起的精神和行为障碍,F00-F99,精神和行为障碍,Mental and behavioural disorders due to use of opioids,0,2
F12,使用大麻类物质引起的精神和行为障碍,F10-F19,使用精神活性物质引起的精神和行为障碍,F00-F99,精神和行为障碍,Mental and behavioural disorders due to use of cannabinoids,0,2
F13,使用镇静剂或催眠剂引起的精神和行为障碍,F10-F19,使用精神活性物质引起的精神和行为障碍,F00-F99,精神和行为障碍,Mental and behavioural disorders due to use of sedatives or hypnotics,0,2
F14,使用可卡因引起的精神和行为障碍,F10-F19,使用精神活性物质引起的精神和行为障碍,F00-F99,精神和行为障碍,Mental and behavioural disorders due to use of cocaine,0,2
F15,使用其他兴奋剂(包括咖啡因)引起的精神和行为障碍,F10-F19,使用精神活性物质引起的精神和行为障碍,F00-F99,精神和行为障碍,"Mental and behavioural disorders due to use of other stimulants, including caffeine",0,2
F16,使用致幻剂引起的精神和行为障碍,F10-F19,使用精神活性物质引起的精神和行为障碍,F00-F99,精神和行为障碍,Mental and behavioural disorders due to use of hallucinogens,0,2
F17,使用烟草引起的精神和行为障碍,F10-F19,使用精神活性物质引起的精神和行为障碍,F00-F99,精神和行为障碍,Mental and behavioural disorders due to use of tobacco,0,1
F18,使用挥发性溶剂引起的精神和行为障碍,F10-F19,使用精神活性物质引起的精神和行为障碍,F00-F99,精神和行为障碍,Mental and behavioural disorders due to use of volatile solvents,0,2
F19,使用多种药物和其他精神活性物质引起的精神和行为障碍,F10-F19,使用精神活性物质引起的精神和行为障碍,F00-F99,精神和行为障碍,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,0,2
F20,精神分裂症,F20-F29,精神分裂症、分裂型障碍和妄想性障碍,F00-F99,精神和行为障碍,Schizophrenia,0,1
F21,分裂型障碍,F20-F29,精神分裂症、分裂型障碍和妄想性障碍,F00-F99,精神和行为障碍,Schizotypal disorder,0,1
F22,持久的妄想性障碍,F20-F29,精神分裂症、分裂型障碍和妄想性障碍,F00-F99,精神和行为障碍,Persistent delusional disorders,0,1
F23,急性而短暂的精神病性障碍,F20-F29,精神分裂症、分裂型障碍和妄想性障碍,F00-F99,精神和行为障碍,Acute and transient psychotic disorders,0,0
F24,感应性妄想性障碍,F20-F29,精神分裂症、分裂型障碍和妄想性障碍,F00-F99,精神和行为障碍,Induced delusional disorder,0,1
F25,分裂情感性障碍,F20-F29,精神分裂症、分裂型障碍和妄想性障碍,F00-F99,精神和行为障碍,Schizoaffective disorders,0,1
F28,其他非器质性精神病性障碍,F20-F29,精神分裂症、分裂型障碍和妄想性障碍,F00-F99,精神和行为障碍,Other nonorganic psychotic disorders,0,1
F29,未特指的非器质性精神病,F20-F29,精神分裂症、分裂型障碍和妄想性障碍,F00-F99,精神和行为障碍,Unspecified nonorganic psychosis,0,1
F30,躁狂发作,F30-F39,心境[情感]障碍,F00-F99,精神和行为障碍,Manic episode,0,1
F31,双相情感障碍,F30-F39,心境[情感]障碍,F00-F99,精神和行为障碍,Bipolar affective disorder,0,1
F32,抑郁发作,F30-F39,心境[情感]障碍,F00-F99,精神和行为障碍,Depressive episode,0,1
F33,复发性抑郁障碍,F30-F39,心境[情感]障碍,F00-F99,精神和行为障碍,Recurrent depressive disorder,0,1
F34,持久的心境[情感]障碍,F30-F39,心境[情感]障碍,F00-F99,精神和行为障碍,Persistent mood [affective] disorders,0,1
F38,其他心境[情感]障碍,F30-F39,心境[情感]障碍,F00-F99,精神和行为障碍,Other mood [affective] disorders,0,1
F39,未特指的心境[情感]障碍,F30-F39,心境[情感]障碍,F00-F99,精神和行为障碍,Unspecified mood [affective] disorder,0,1
F40,恐怖性焦虑障碍,F40-F48,神经症性、应激相关的以及躯体形式的障碍,F00-F99,精神和行为障碍,Phobic anxiety disorders,0,1
F41,其他焦虑障碍,F40-F48,神经症性、应激相关的以及躯体形式的障碍,F00-F99,精神和行为障碍,Other anxiety disorders,0,1
F42,强迫性障碍,F40-F48,神经症性、应激相关的以及躯体形式的障碍,F00-F99,精神和行为障碍,Obsessive-compulsive disorder,0,1
F43,严重应激反应及适应障碍,F40-F48,神经症性、应激相关的以及躯体形式的障碍,F00-F99,精神和行为障碍,"Reaction to severe stress, and adjustment disorders",0,1
F44,分离[转换]性障碍,F40-F48,神经症性、应激相关的以及躯体形式的障碍,F00-F99,精神和行为障碍,Dissociative [conversion] disorders,0,1
F45,躯体形式障碍,F40-F48,神经症性、应激相关的以及躯体形式的障碍,F00-F99,精神和行为障碍,Somatoform disorders,0,1
F48,其他神经症性障碍,F40-F48,神经症性、应激相关的以及躯体形式的障碍,F00-F99,精神和行为障碍,Other neurotic disorders,0,1
F50,进食障碍,F50-F59,与生理紊乱和躯体因素有关的行为综合征,F00-F99,精神和行为障碍,Eating disorders,0,1
F51,非器质性睡眠障碍,F50-F59,与生理紊乱和躯体因素有关的行为综合征,F00-F99,精神和行为障碍,Nonorganic sleep disorders,0,2
F52,"性功能障碍,非由器质性障碍或疾病引起",F50-F59,与生理紊乱和躯体因素有关的行为综合征,F00-F99,精神和行为障碍,"Sexual dysfunction, not caused by organic disorder or disease",0,1
F53,"与产褥期有关的精神和行为障碍,不可归类在他处者",F50-F59,与生理紊乱和躯体因素有关的行为综合征,F00-F99,精神和行为障碍,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified",2,0
F54,与归类在他处的障碍或疾病有关的心理和行为因素,F50-F59,与生理紊乱和躯体因素有关的行为综合征,F00-F99,精神和行为障碍,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,0,1
F55,非致依赖性物质滥用,F50-F59,与生理紊乱和躯体因素有关的行为综合征,F00-F99,精神和行为障碍,Abuse of non-dependence-producing substances,0,1
F59,与生理紊乱和躯体因素有关的未特指的行为综合征,F50-F59,与生理紊乱和躯体因素有关的行为综合征,F00-F99,精神和行为障碍,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,0,1
F60,特异性人格障碍,F60-F69,成人人格和行为障碍,F00-F99,精神和行为障碍,Specific personality disorders,0,1
F61,混合型和其他人格障碍,F60-F69,成人人格和行为障碍,F00-F99,精神和行为障碍,Mixed and other personality disorders,0,1
F62,"持久性人格改变,非由脑损害和疾病所致",F60-F69,成人人格和行为障碍,F00-F99,精神和行为障碍,"Enduring personality changes, not attributable to brain damage and disease",0,1
F63,习惯和冲动障碍,F60-F69,成人人格和行为障碍,F00-F99,精神和行为障碍,Habit and impulse disorders,0,1
F64,性身份障碍,F60-F69,成人人格和行为障碍,F00-F99,精神和行为障碍,Gender identity disorders,0,1
F65,性偏好障碍,F60-F69,成人人格和行为障碍,F00-F99,精神和行为障碍,Disorders of sexual preference,0,1
F66,与性发育和性取向有关的心理和行为障碍,F60-F69,成人人格和行为障碍,F00-F99,精神和行为障碍,Psychological and behavioural disorders associated with sexual development and orientation,0,1
F68,成人人格和行为的其他障碍,F60-F69,成人人格和行为障碍,F00-F99,精神和行为障碍,Other disorders of adult personality and behaviour,0,1
F69,成人人格和行为障碍,F60-F69,成人人格和行为障碍,F00-F99,精神和行为障碍,Unspecified disorder of adult personality and behaviour,0,1
F70,轻度精神发育迟缓,F70-F79,精神发育迟缓,F00-F99,精神和行为障碍,Mild mental retardation,0,1
F71,中度精神发育迟缓,F70-F79,精神发育迟缓,F00-F99,精神和行为障碍,Moderate mental retardation,0,1
F72,重度精神发育迟缓,F70-F79,精神发育迟缓,F00-F99,精神和行为障碍,Severe mental retardation,0,1
F73,极重度精神发育迟缓,F70-F79,精神发育迟缓,F00-F99,精神和行为障碍,Profound mental retardation,0,1
F78,其他精神发育迟缓,F70-F79,精神发育迟缓,F00-F99,精神和行为障碍,Other mental retardation,0,1
F79,未特指的精神发育迟缓,F70-F79,精神发育迟缓,F00-F99,精神和行为障碍,Unspecified mental retardation,0,1
F80,特定性言语和语言发育障碍,F80-F89,心理发育障碍,F00-F99,精神和行为障碍,Specific developmental disorders of speech and language,0,1
F81,特定性学习技能发育障碍,F80-F89,心理发育障碍,F00-F99,精神和行为障碍,Specific developmental disorders of scholastic skills,0,1
F82,特定性运动功能发育障碍,F80-F89,心理发育障碍,F00-F99,精神和行为障碍,Specific developmental disorder of motor function,0,1
F83,混合性特定性发育障碍,F80-F89,心理发育障碍,F00-F99,精神和行为障碍,Mixed specific developmental disorders,0,1
F84,弥漫性[综合性]发育障碍,F80-F89,心理发育障碍,F00-F99,精神和行为障碍,Pervasive developmental disorders,0,1
F88,其他心理发育障碍,F80-F89,心理发育障碍,F00-F99,精神和行为障碍,Other disorders of psychological development,0,1
F89,未特指的心理发育障碍,F80-F89,心理发育障碍,F00-F99,精神和行为障碍,Unspecified disorder of psychological development,0,1
F90,多动性障碍,F90-F99,通常在童年租青少年期发病的行为和情绪障碍,F00-F99,精神和行为障碍,Hyperkinetic disorders,0,1
F91,品行障碍,F90-F99,通常在童年租青少年期发病的行为和情绪障碍,F00-F99,精神和行为障碍,Conduct disorders,0,1
F92,品行和情绪混合性障碍,F90-F99,通常在童年租青少年期发病的行为和情绪障碍,F00-F99,精神和行为障碍,Mixed disorders of conduct and emotions,0,1
F93,特发于童年的情绪障碍,F90-F99,通常在童年租青少年期发病的行为和情绪障碍,F00-F99,精神和行为障碍,Emotional disorders with onset specific to childhood,0,1
F94,特发于童年和青少年期的社会功能障碍,F90-F99,通常在童年租青少年期发病的行为和情绪障碍,F00-F99,精神和行为障碍,Disorders of social functioning with onset specific to childhood and adolescence,0,1
F95,抽动障碍,F90-F99,通常在童年租青少年期发病的行为和情绪障碍,F00-F99,精神和行为障碍,Tic disorders,0,1
F98,通常在童年和青少年期发病的其他行为和情绪障碍,F90-F99,通常在童年租青少年期发病的行为和情绪障碍,F00-F99,精神和行为障碍,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,0,1
F99,未特指的精神障碍,F90-F99,通常在童年租青少年期发病的行为和情绪障碍,F00-F99,精神和行为障碍,"Mental disorder, not otherwise specified",0,1
G00,"细菌性脑膜炎,不可归类在他处者",G00-G09,中枢神经系统炎性疾病,G00-G99,神经系统疾病,"Bacterial meningitis, not elsewhere classified",0,0
G01,分类于他处的细菌性疾病引起的脑膜炎,G00-G09,中枢神经系统炎性疾病,G00-G99,神经系统疾病,Meningitis in bacterial diseases classified elsewhere,0,0
G02,分类于他处的其他传染病和寄生虫病引起的脑膜炎,G00-G09,中枢神经系统炎性疾病,G00-G99,神经系统疾病,Meningitis in other infectious and parasitic diseases classified elsewhere,0,0
G03,其他和未特指原因引起的脑膜炎,G00-G09,中枢神经系统炎性疾病,G00-G99,神经系统疾病,Meningitis due to other and unspecified causes,0,0
G04,脑炎、脊髓炎和脑脊髓炎,G00-G09,中枢神经系统炎性疾病,G00-G99,神经系统疾病,"Encephalitis, myelitis and encephalomyelitis",0,2
G05,分类于他处的疾病引起的脑炎、脊髓炎和脑脊髓炎,G00-G09,中枢神经系统炎性疾病,G00-G99,神经系统疾病,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",0,0
G06,颅内和椎管内脓肿及肉芽肿,G00-G09,中枢神经系统炎性疾病,G00-G99,神经系统疾病,Intracranial and intraspinal abscess and granuloma,0,0
G08,颅内和椎管内的静脉炎和血栓性静脉炎,G00-G09,中枢神经系统炎性疾病,G00-G99,神经系统疾病,Intracranial and intraspinal phlebitis and thrombophlebitis,0,0
G07,分类于他处的疾病引起的颅内、椎管内脓肿和肉芽肿,G00-G09,中枢神经系统炎性疾病,G00-G99,神经系统疾病,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,0,0
G09,中枢神经系统炎性疾病的后遗症,G00-G09,中枢神经系统炎性疾病,G00-G99,神经系统疾病,Sequelae of inflammatory diseases of central nervous system,0,0
G10,亨廷顿病,G10-G13,主要影响中枢神经系统的全身性萎缩,G00-G99,神经系统疾病,Huntington's disease,0,1
G11,遗传性共济失调,G10-G13,主要影响中枢神经系统的全身性萎缩,G00-G99,神经系统疾病,Hereditary ataxia,0,1
G12,脊髓性肌萎缩和有关的综合征,G10-G13,主要影响中枢神经系统的全身性萎缩,G00-G99,神经系统疾病,Spinal muscular atrophy and related syndromes,0,1
G13,脊髓性肌萎缩和有关的综合征,G10-G13,主要影响中枢神经系统的全身性萎缩,G00-G99,神经系统疾病,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,0,1
G20,帕金森病,G20-G26,锥体外系和运动疾患,G00-G99,神经系统疾病,Parkinson's disease,0,1
G21,继发性帕金森综合征,G20-G26,锥体外系和运动疾患,G00-G99,神经系统疾病,Secondary parkinsonism,0,1
G22,分类于他处的疾病引起的帕金森综合症,G20-G26,锥体外系和运动疾患,G00-G99,神经系统疾病,Parkinsonism in diseases classified elsewhere,0,1
G23,其他的基底核变性疾病,G20-G26,锥体外系和运动疾患,G00-G99,神经系统疾病,Other degenerative diseases of basal ganglia,0,1
G24,张力失常,G20-G26,锥体外系和运动疾患,G00-G99,神经系统疾病,Dystonia,0,2
G25,其他锥体束外和运动疾患,G20-G26,锥体外系和运动疾患,G00-G99,神经系统疾病,Other extrapyramidal and movement disorders,0,1
G26,分类于他处的疾病引起的锥体束外和运动疾患,G20-G26,锥体外系和运动疾患,G00-G99,神经系统疾病,Extrapyramidal and movement disorders in diseases classified elsewhere,0,1
G30,阿尔茨海默病,G30-G32,神经系统的其他变性性疾病,G00-G99,神经系统疾病,Alzheimer's disease,0,1
G31,"神经系统的其他变性性疾病,不可归类在他处者",G30-G32,神经系统的其他变性性疾病,G00-G99,神经系统疾病,"Other degenerative diseases of nervous system, not elsewhere classified",0,1
G32,分类于他处的疾病引起的神经系统其他变性性疾病,G30-G32,神经系统的其他变性性疾病,G00-G99,神经系统疾病,Other degenerative disorders of nervous system in diseases classified elsewhere,0,2
G35,多发性硬化,G35-G37,中枢神经系统的脱髓鞘疾病,G00-G99,神经系统疾病,Multiple sclerosis,0,1
G36,其他急性播散性脱髓鞘,G35-G37,中枢神经系统的脱髓鞘疾病,G00-G99,神经系统疾病,Other acute disseminated demyelination,0,1
G37,中枢神经系统的其他脱髓鞘疾病,G35-G37,中枢神经系统的脱髓鞘疾病,G00-G99,神经系统疾病,Other demyelinating diseases of central nervous system,0,2
G40,癫癎[癫痫],G40-G47,发作性和阵发性疾患,G00-G99,神经系统疾病,Epilepsy,0,1
G41,癫痫持续状态,G40-G47,发作性和阵发性疾患,G00-G99,神经系统疾病,Status epilepticus,0,1
G43,偏头痛,G40-G47,发作性和阵发性疾患,G00-G99,神经系统疾病,Migraine,0,1
G44,其他头痛综合征,G40-G47,发作性和阵发性疾患,G00-G99,神经系统疾病,Other headache syndromes,0,2
G45,短暂性大脑缺血性发作和相关的综合征,G40-G47,发作性和阵发性疾患,G00-G99,神经系统疾病,Transient cerebral ischaemic attacks and related syndromes,0,1
G46,脑血管疾病引起的脑血管综合征,G40-G47,发作性和阵发性疾患,G00-G99,神经系统疾病,Vascular syndromes of brain in cerebrovascular diseases,0,1
G47,睡眠障碍,G40-G47,发作性和阵发性疾患,G00-G99,神经系统疾病,Sleep disorders,0,2
G50,三叉神经疾患,G50-G59,神经、神经根和神经丛疾患,G00-G99,神经系统疾病,Disorders of trigeminal nerve,0,0
G51,神经疾患,G50-G59,神经、神经根和神经丛疾患,G00-G99,神经系统疾病,Facial nerve disorders,0,0
G52,其他脑神经疾患,G50-G59,神经、神经根和神经丛疾患,G00-G99,神经系统疾病,Disorders of other cranial nerves,0,0
G53,分类于他处的疾病引起的脑神经疾患,G50-G59,神经、神经根和神经丛疾患,G00-G99,神经系统疾病,Cranial nerve disorders in diseases classified elsewhere,0,0
G54,神经根和神经丛疾患,G50-G59,神经、神经根和神经丛疾患,G00-G99,神经系统疾病,Nerve root and plexus disorders,0,1
G55,分类于他处的疾病引起的神经根和神经丛压迫,G50-G59,神经、神经根和神经丛疾患,G00-G99,神经系统疾病,Nerve root and plexus compressions in diseases classified elsewhere,0,1
G56,上肢单神经病,G50-G59,神经、神经根和神经丛疾患,G00-G99,神经系统疾病,Mononeuropathies of upper limb,0,1
G57,下肢单神经病,G50-G59,神经、神经根和神经丛疾患,G00-G99,神经系统疾病,Mononeuropathies of lower limb,0,1
G58,其他单神经病,G50-G59,神经、神经根和神经丛疾患,G00-G99,神经系统疾病,Other mononeuropathies,0,1
G59,分类于他处的疾病引起的单神经病,G50-G59,神经、神经根和神经丛疾患,G00-G99,神经系统疾病,Mononeuropathy in diseases classified elsewhere,0,1
G60,遗传性和特发性神经病,G60-G64,多神经病和周围神经系统的其他疾患,G00-G99,神经系统疾病,Hereditary and idiopathic neuropathy,0,1
G61,炎性多神经病,G60-G64,多神经病和周围神经系统的其他疾患,G00-G99,神经系统疾病,Inflammatory polyneuropathy,0,1
G62,其他多神经病,G60-G64,多神经病和周围神经系统的其他疾患,G00-G99,神经系统疾病,Other polyneuropathies,0,1
G63,周围神经系统的其他疾患,G60-G64,多神经病和周围神经系统的其他疾患,G00-G99,神经系统疾病,Polyneuropathy in diseases classified elsewhere,0,1
G64,周围神经系统的其他疾患,G60-G64,多神经病和周围神经系统的其他疾患,G00-G99,神经系统疾病,Other disorders of peripheral nervous system,0,1
G70,重症肌无力和其他肌神经疾患,G70-G73,肌神经接点和肌肉疾病,G00-G99,神经系统疾病,Myasthenia gravis and other myoneural disorders,0,2
G71,肌肉的原发性疾患,G70-G73,肌神经接点和肌肉疾病,G00-G99,神经系统疾病,Primary disorders of muscles,0,1
G72,其他肌病,G70-G73,肌神经接点和肌肉疾病,G00-G99,神经系统疾病,Other myopathies,0,2
G73,分类于他处的疾病引起的肌神经接点和肌肉的疾患,G70-G73,肌神经接点和肌肉疾病,G00-G99,神经系统疾病,Disorders of myoneural junction and muscle in diseases classified elsewhere,0,2
G80,大脑性瘫痪[脑瘫],G80-G83,大脑性瘫痪和其他麻痹[瘫痪] 综合征,G00-G99,神经系统疾病,Cerebral palsy,0,1
G81,偏瘫,G80-G83,大脑性瘫痪和其他麻痹[瘫痪] 综合征,G00-G99,神经系统疾病,Hemiplegia,0,1
G82,截瘫和四肢瘫,G80-G83,大脑性瘫痪和其他麻痹[瘫痪] 综合征,G00-G99,神经系统疾病,Paraplegia and tetraplegia,0,1
G83,其他麻痹[瘫痪]综合征,G80-G83,大脑性瘫痪和其他麻痹[瘫痪] 综合征,G00-G99,神经系统疾病,Other paralytic syndromes,0,1
G90,自主神经系统的疾患,G90-G99,神经系统的其他疾患,G00-G99,神经系统疾病,Disorders of autonomic nervous system,0,1
G91,脑积水,G90-G99,神经系统的其他疾患,G00-G99,神经系统疾病,Hydrocephalus,0,1
G92,中毒性脑病,G90-G99,神经系统的其他疾患,G00-G99,神经系统疾病,Toxic encephalopathy,0,0
G93,脑的其他疾患,G90-G99,神经系统的其他疾患,G00-G99,神经系统疾病,Other disorders of brain,0,2
G94,分类于他处的疾病引起的脑的其他疾患,G90-G99,神经系统的其他疾患,G00-G99,神经系统疾病,Other disorders of brain in diseases classified elsewhere,0,1
G95,脊髓的其他疾病,G90-G99,神经系统的其他疾患,G00-G99,神经系统疾病,Other diseases of spinal cord,0,1
G96,中枢神经系统的其他疾患,G90-G99,神经系统的其他疾患,G00-G99,神经系统疾病,Other disorders of central nervous system,0,0
G97,"神经系统的操作后疾患,不可归类在他处者",G90-G99,神经系统的其他疾患,G00-G99,神经系统疾病,"Postprocedural disorders of nervous system, not elsewhere classified",0,0
G98,"神经系统的其他疾患,不可归类在他处者",G90-G99,神经系统的其他疾患,G00-G99,神经系统疾病,"Other disorders of nervous system, not elsewhere classified",0,0
G99,分类于他处的疾病引起的神经系统的其他疾患,G90-G99,神经系统的其他疾患,G00-G99,神经系统疾病,Other disorders of nervous system in diseases classified elsewhere,0,2
H00,睑腺炎和睑板腺囊肿,H00-H06,眼睑、泪器系和眼眶疾患,H00-H59,眼和附器疾病,Hordeolum and chalazion,0,0
H01,眼睑的其他炎症,H00-H06,眼睑、泪器系和眼眶疾患,H00-H59,眼和附器疾病,Other inflammation of eyelid,0,0
H02,眼睑的其他疾患,H00-H06,眼睑、泪器系和眼眶疾患,H00-H59,眼和附器疾病,Other disorders of eyelid,0,0
H03,分类于他处的疾病引起的眼睑疾患,H00-H06,眼睑、泪器系和眼眶疾患,H00-H59,眼和附器疾病,Disorders of eyelid in diseases classified elsewhere,0,0
H04,泪器系疾患,H00-H06,眼睑、泪器系和眼眶疾患,H00-H59,眼和附器疾病,Disorders of lacrimal system,0,0
H05,眼眶疾患,H00-H06,眼睑、泪器系和眼眶疾患,H00-H59,眼和附器疾病,Disorders of orbit,0,2
H06,分类于他处的疾病引起的泪器系和眼眶疾患,H00-H06,眼睑、泪器系和眼眶疾患,H00-H59,眼和附器疾病,Disorders of lacrimal system and orbit in diseases classified elsewhere,0,2
H10,结膜炎,H10-H13,结膜疾患,H00-H59,眼和附器疾病,Conjunctivitis,0,2
H11,结膜的其他疾患,H10-H13,结膜疾患,H00-H59,眼和附器疾病,Other disorders of conjunctiva,0,0
H13,分来与他处的疾病引起的结膜疾患,H10-H13,结膜疾患,H00-H59,眼和附器疾病,Disorders of conjunctiva in diseases classified elsewhere,0,2
H15,巩膜疾患,H15-H22,巩膜、角膜、虹膜和睫状体疾患,H00-H59,眼和附器疾病,Disorders of sclera,0,2
H16,角膜炎,H15-H22,巩膜、角膜、虹膜和睫状体疾患,H00-H59,眼和附器疾病,Keratitis,0,2
H17,角膜瘢痕和混浊,H15-H22,巩膜、角膜、虹膜和睫状体疾患,H00-H59,眼和附器疾病,Corneal scars and opacities,0,0
H18,角膜的其他疾患,H15-H22,巩膜、角膜、虹膜和睫状体疾患,H00-H59,眼和附器疾病,Other disorders of cornea,0,2
H19,分类于他处的疾病引起的巩膜和角膜疾患,H15-H22,巩膜、角膜、虹膜和睫状体疾患,H00-H59,眼和附器疾病,Disorders of sclera and cornea in diseases classified elsewhere,0,2
H20,虹膜睫状体炎,H15-H22,巩膜、角膜、虹膜和睫状体疾患,H00-H59,眼和附器疾病,Iridocyclitis,0,2
H21,虹膜和睫状体的其他疾患,H15-H22,巩膜、角膜、虹膜和睫状体疾患,H00-H59,眼和附器疾病,Other disorders of iris and ciliary body,0,2
H22,分类于他处的疾病引起的虹膜和睫状体疾患,H15-H22,巩膜、角膜、虹膜和睫状体疾患,H00-H59,眼和附器疾病,Disorders of iris and ciliary body in diseases classified elsewhere,0,0
H25,老年性白内障,H25-H28,晶状体疾患,H00-H59,眼和附器疾病,Senile cataract,0,1
H26,其他白内障,H25-H28,晶状体疾患,H00-H59,眼和附器疾病,Other cataract,0,1
H27,晶状体的其他疾患,H25-H28,晶状体疾患,H00-H59,眼和附器疾病,Other disorders of lens,0,1
H28,分类于他处的疾病引起的白内障和晶状体的其他疾患,H25-H28,晶状体疾患,H00-H59,眼和附器疾病,Cataract and other disorders of lens in diseases classified elsewhere,0,1
H30,脉络膜视网膜炎,H30-H36,脉络膜和视网膜疾患,H00-H59,眼和附器疾病,Chorioretinal inflammation,0,1
H31,脉络膜的其他疾患,H30-H36,脉络膜和视网膜疾患,H00-H59,眼和附器疾病,Other disorders of choroid,0,1
H32,分类于他处的疾病引起的脉络膜视网膜疾患,H30-H36,脉络膜和视网膜疾患,H00-H59,眼和附器疾病,Chorioretinal disorders in diseases classified elsewhere,0,1
H33,视网膜脱离和断裂,H30-H36,脉络膜和视网膜疾患,H00-H59,眼和附器疾病,Retinal detachments and breaks,0,2
H34,视网膜血管阻塞,H30-H36,脉络膜和视网膜疾患,H00-H59,眼和附器疾病,Retinal vascular occlusions,0,1
H35,其他视网膜疾患,H30-H36,脉络膜和视网膜疾患,H00-H59,眼和附器疾病,Other retinal disorders,0,1
